metabolite,molecular_formula,knapsack_cid,function,target,bunken
ethylene,C2H4,C00000175,induce ripening,Lycopersicon esculentum,"Tucker,Eur.J.Biochem.,112,(1980),119-124;Tucker,Planta,155,(1982),64-67;Grierson,Planta,157,(1983),174-179;Crookes,Plant Physiol.,72,(1983),1088-1093;Jeffery,Plant Physiol.,74,(1984),32-38;Grierson,Planta,163,(1985),263-271;Grierson,Nucl.Acids Res.,14,(1986),8595-8603;DellaPenna,Proc.Nat.Acad.Sci.USA,83,(1986),6420-6424;Bennett,Tomato biotechnology,(1987),299-308;Grierson,Tomato biotechnology,(1987),309-323;Chalmers,Plant Physiol.,48,(1971),235-240"
ethylene,C2H4,C00000175,induce ripening,Musa acuminata,"Brady,Phytochemistry,9,(1970),1037-1047;Brady,Aust.J.Plant Physiol.,3,(1976),301-310;Barker,Nature,196,(1962),189-189;Salminen,Plant Physiol.,55,(1975),45-50"
ethylene,C2H4,C00000175,induce ripening,Persea americana,"Richmond,Arch.Biochem.Biophys.,115,(1966),211-214;Richmond,Plant Physiol.,41,(1966),1247-1253;Young,Plant Physiol.,42,(1967),1357-1362;Zauberman,Plant Physiol.,49,(1972),864-865;Pesis,Plant Physiol.,61,(1978),416-419;Awad,Plant Physiol.,64,(1979),306-308;Bennett,Plant Physiol.,83,(1987),973-976"
ethylene,C2H4,C00000175,induce ripening,Solanum tuberosum,"Huelin,New Phytol.,38,(1936),85-104;Reid,Plant Physiol.,49,(1972),252-255"
ethylene,C2H4,C00000175,inhibit epicotyl elongation,Pisum sativum,"Neljubow,Pflanzen.Bot.Zentralbl.,10,(1901),128-138;Goeschl,Plant Physiol.,41,(1966),877-884;Goeschl,Biochemistry & physiology of plant growth substances,(1968),1229-1242;Kang,Planta,104,(1972),275-281;Stewart,Plant Physiol.,54,(1974),1-5"
ethylene,C2H4,C00000175,stimulate coleoptile growth in deep-water,Oryza sativa,"Suge,Proc.Crop Sci.Soc.Japan,40,(1971),127-131;Metraux,Plant Physiol.,72,(1983),441-446;Raskin,Planta,160,(1984),66-72;Metraux,Planta,160,(1984),73-77;Raskin,Plant Physiol.,76,(1984),947-950;Suge,Plant Cell Physiol.,26,(1985),607-614;Cohen,Plant Physiol.,84,(1987),282-286"
acetic acid,C2H4O2,C00001176,approved acidulant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
acetic acid,C2H4O2,C00001176,approved flavouring agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
acetic acid,C2H4O2,C00001176,approved food stabiliser,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
acetic acid,C2H4O2,C00001176,"bactericidal activity, above 5% concentration","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
acetic acid,C2H4O2,C00001176,"strong acid which, when ingested, cause a collapse of the circulatory system","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
acetic acid,C2H4O2,C00001176,used in the bread industry for growth inhibition,Fungi,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
acetic acid,C2H4O2,C00001176,widely used as a precursor in synthesis of organic compounds,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter5"
lenthionine,C2H4S5,C00001256,flavour compound,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter7"
glycine,C2H5NO2,C00001361,component of intermediate metabolism,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter10"
glycine,C2H5NO2,C00001361,used to counteract gastric hyperacidity combined with antacids,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter10"
glycine,C2H5NO2,C00001361,used to reduce gastric irritation caused by aspirin,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter10"
dimethyl disulfide,C2H6S2,C00001245,highly unpleasant odour,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter7"
dimethyl disulfide,C2H6S2,C00001245,used as a gas odourant,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter7"
dimethyl disulfide,C2H6S2,C00001245,used in chemical synthesis,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter7"
dimethyl trisulfide,C2H6S3,C00001246,highly unpleasant odour,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter7"
hypericin,C30H16O8,C00002829,antidepressant activity,Mammalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
hypericin,C30H16O8,C00002829,antiretroviral activity in vitro and in vivo,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
hypericin,C30H16O8,C00002829,cause facial eczema by grazing,Ovis aries,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
hypericin,C30H16O8,C00002829,photosensitising activity,Mammalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
pseudohypericin,C30H16O9,C00002855,antiretroviral activity in vitro and in vivo,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
agathisflavone,C30H18O10,C00001014,inhibit cyclic nucleotide phosphodiesterase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
amentoflavone,C30H18O10,C00001015,antifungal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
amentoflavone,C30H18O10,C00001015,inhibit growth,Aspergillus fumigatus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
amentoflavone,C30H18O10,C00001015,inhibit growth,Botrytis cinerea,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
amentoflavone,C30H18O10,C00001015,inhibit growth,Trichoderma glaucum,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
amentoflavone,C30H18O10,C00001015,potent inhibitor of nucleotide phosphodiesterase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
cupressulflavone,C30H18O10,C00001034,inhibit cyclic nucleotide phosphodiesterases,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
hinokiflavone,C30H18O10,C00001049,inhibit cyclic nucleotide phosphodiesterases,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
robustaflavone,C30H18O10,C00001094,inhibitor of cyclic nucleotide phosphodiesterases,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
trichotomine,C30H20N4O6,C00001777,blue pigment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
trichotomine,C30H20N4O6,C00001777,bronchodilator,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
trichotomine,C30H20N4O6,C00001777,hypotensive,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
trichotomine,C30H20N4O6,C00001777,sedative,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
isochamaejasmin,C30H22O10,C00000972,prevent both initiation and promotion in the process of chemical carcinogenesis,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
manniflavanone,C30H22O13,C00000978,inhibitor of aldose reductase,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
manniflavanone,C30H22O13,C00000978,prevent complications of diabetesmellitus,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
manniflavanone,C30H22O13,C00000978,used for the treatment of diseases resulting fron disorders of vascular permeability and fragility ,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
Proathocyanidin A2,C30H24O12,C00002934,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Blestriarene B,C30H24O6,C00002872,antibacterial activity,Staphylococcus aureus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Blestriarene B,C30H24O6,C00002872,antibacterial activity,Staphylococcus mutans,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Mahuannin D,C30H24O9,C00002930,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Afzelechin-(4alpha->8)-afzelechin  ,C30H26O10,C00002906,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Guibourtinidol-(4alpha->6)-catechin    ,C30H26O10,C00002927,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Gambiriin C,C30H26O11,C00002924,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Epicatechin-(4beta->8)-ent-epicatechin,C30H26O12,C00002917,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Procyanidin B4,C30H26O12,C00002935,usea as a gargle,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Gallocatechin-(4alpha->8)-epigallocatechin,C30H26O14,C00002923,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
rottlerin,C30H28O8,C00002708,anthelmintic activity in veterinary practice,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter41"
rottlerin,C30H28O8,C00002708,toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter41"
schisantherin A,C30H32O9,C00002625,antihepatotoxic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter39"
amaranthin,C30H34N2O19,C00001581,purple pigment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter18"
usambarine,C30H34N4,C00001780,used as an arrow poison (root bark),"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
thalicarpine,C41H48N2O8,C00001920,vasodilatory,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
protoveratrine A,C41H63NO14,C00002256,"antihypertensive drug, profound in high dosages","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
protoveratrine A,C41H63NO14,C00002256,protoverine is obtained by hydrolysis of protoveratrine A,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
protoveratrine A,C41H63NO14,C00002256,Veratrum alkaloids may cause nausea,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
protoveratrine B,C41H63NO15,C00002257,"antihypertensive drug, profound in high dosages","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
protoveratrine B,C41H63NO15,C00002257,Veratrum alkaloids may cause nausea,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
Canaliculatol,C42H32O9,C00002873,antifungal activity,Cladosporium cladosporioides,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Copalliferol B,C42H32O9,C00002876,antibacterial activity,Escherichia coli,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
Copalliferol B,C42H32O9,C00002876,antibacterial activity,Staphylococcus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter44"
sennoside A,C42H38O20,C00002863,cathartic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
sennoside A,C42H38O20,C00002863,herbal remedy,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
sennoside A,C42H38O20,C00002863,used for the treatment of chronic constipation,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter43"
monardaein,C42H41O23,C00002386,scarlet flower pigment,Plantae,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter32"
adouetine Z,C42H45N5O5,C00001990,hypotensive activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter24"
adouetine Z,C42H45N5O5,C00001990,sedative activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter24"
adiantifoline,C42H50N2O9,C00001791,intravenous administration produces a brief hypotensive response,Oryctolagus cuniculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
adiantifoline,C42H50N2O9,C00001791,too toxic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter21"
gabunamine,C42H50N4O5,C00001729,antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
gabunamine,C42H50N4O5,C00001729,cytotoxic to P-388 lymphocytic leukaemia cells in vitro,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
gabunine,C42H50N4O5,C00001730,antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
gabunine,C42H50N4O5,C00001730,cytotoxic to P-388 lymphocytic leukaemia cells in vitro,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
staphidine,C42H58N2O,C00001668,used as an external parasiticide,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter19"
"1,3,4,5-tetracaffeoylquinic acid",C43H36O18,C00002782,antimicrobial activity,Bacillus subtilis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
"1,3,4,5-tetracaffeoylquinic acid",C43H36O18,C00002782,antimicrobial activity,Escherichia coli,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
"1,3,4,5-tetracaffeoylquinic acid",C43H36O18,C00002782,antimicrobial activity,Sarcina citrea,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter42"
amataine,C43H48N4O6,C00001684,mildly cardiotonic,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
amataine,C43H48N4O6,C00001684,used as a children's laxative,Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
wilfordine,C43H49NO19,C00001987,insecticidal activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter23"
voacamine,C43H52N4O5,C00001785,antibacterial activity,gram-positive bacteria,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
voacamine,C43H52N4O5,C00001785,cytotoxic in vitro,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
theasinensin A,C44H34O22,C00001010,one of natural precursors of the theaflavins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
theasinensin A,C44H34O22,C00001010,pigment,Camellia sinensis,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter36"
quadrigemine A,C44H50N8,C00001760,cytotoxic agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
cassinine,C44H51NO17,C00001966,weak tranquilising effect,Animalia,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter23"
ent-fisetinidol-(4beta->8)-catechin-(6->4beta)-ent-fisetinidol,C45H38O16,C00002921,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
Robinetinidol-(4alpha->8)-catechin-(6->4alpoha)-robinetinidol ,C45H38O18,C00002936,tans proteins,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter45"
kuwanone H,C45H44O11,C00001064,hypotensive activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter37"
cephalomannine,C45H53NO14,C00002323,antileukaemic activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
cephalomannine,C45H53NO14,C00002323,antitumour activity,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
cephalomannine,C45H53NO14,C00002323,cytotoxic in cell culture experiment,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter31"
alpha-chaconine,C45H73NO14,C00002242,toxic constituent of tubers of Solanum tuberosum,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
alpha-solanine,C45H73NO15,C00002262,inhibit oxygen intake of ascites tumour,Mus musculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
alpha-solanine,C45H73NO15,C00002262,"the hydrochloride has been used as an agricultural pesticide, LD50 intraperitoneally 42 mg/kg body-weight",Mus musculus,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
alpha-solanine,C45H73NO15,C00002262,"toxicity symptoms include vomiting, diarrhoea, hallucination and coma, oral ingestion of 2.8 mg/kg is toxic",Homo sapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
solasonine,C45H73NO16,C00002265,Solanum sodomeum is lethal,Blattaria,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter29"
vincristine,C46H56N4O10,C00001783,antitumour agent used particularly for acute lymphocytic leukaemia in childhood,Homosapiens,"Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
leurosine,C46H56N4O9,C00001744,antineoplastic agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
leurosidine,C46H58N4O9,C00001743,antineoplastic agent,"","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
vinblastine,C46H58N4O9,C00001781,"antitumour activity, in widespread clinical usage, especially to treat certain types of leukaemia and Hodgkin's disease","","Harborne,Phytochemical Dictionary Second Edition,Taylor and Francis,(1999),Chapter20"
